location,lat,lng
"Browns Point, Washington, WA, United States, US",47.3036,-122.4369
"Summit, Washington, WA, United States, US",47.1694,-122.3628
"Albion, Washington, WA, United States, US",46.7916,-117.2511
"Sudden Valley, Washington, WA, United States, US",48.7199,-122.3468
"Bunk Foss, Washington, WA, United States, US",47.9618,-122.0943
"Gleed, Washington, WA, United States, US",46.6594,-120.6025
"Maryhill, Washington, WA, United States, US",45.6928,-120.807
"Oyehut, Washington, WA, United States, US",47.0233,-124.1632
"Alder, Washington, WA, United States, US",46.7872,-122.2667
"Ridgefield, Washington, WA, United States, US",45.8116,-122.7052
"Bryant, Washington, WA, United States, US",48.24,-122.1638
"Nisqually Indian Community, Washington, WA, United States, US",47.0178,-122.6728
"Porter, Washington, WA, United States, US",46.9489,-123.2736
"Kettle Falls, Washington, WA, United States, US",48.6055,-118.062
"Chelan, Washington, WA, United States, US",47.8417,-120.027
"Edison, Washington, WA, United States, US",48.5602,-122.431
"Neilton, Washington, WA, United States, US",47.4031,-123.8782
"Fox Island, Washington, WA, United States, US",47.2475,-122.6255
"Renton, Washington, WA, United States, US",47.4758,-122.1905
"Baring, Washington, WA, United States, US",47.7661,-121.4803
"Hobart, Washington, WA, United States, US",47.412,-121.996
"Wallula, Washington, WA, United States, US",46.0847,-118.9056
"Touchet, Washington, WA, United States, US",46.0412,-118.6724
"Leavenworth, Washington, WA, United States, US",47.5948,-120.6633
"Fobes Hill, Washington, WA, United States, US",47.9391,-122.1341
"Harrington, Washington, WA, United States, US",47.4802,-118.2552
"Port Orchard, Washington, WA, United States, US",47.5164,-122.661
"Alderwood Manor, Washington, WA, United States, US",47.8147,-122.2676
"Kennewick, Washington, WA, United States, US",46.1979,-119.1732
"Ahtanum, Washington, WA, United States, US",46.5583,-120.6109
"Wilderness Rim, Washington, WA, United States, US",47.4463,-121.7691
"Machias, Washington, WA, United States, US",47.9917,-122.0515
"Bingen, Washington, WA, United States, US",45.7139,-121.4704
"Four Lakes, Washington, WA, United States, US",47.5582,-117.5891
"Springdale, Washington, WA, United States, US",48.0572,-117.7466
"Washtucna, Washington, WA, United States, US",46.7538,-118.3106
"Covington, Washington, WA, United States, US",47.3668,-122.1044
"Allyn, Washington, WA, United States, US",47.3863,-122.8386
"North Sultan, Washington, WA, United States, US",47.8827,-121.8251
"Union Gap, Washington, WA, United States, US",46.5567,-120.4977
"Shelton, Washington, WA, United States, US",47.2188,-123.1127
"Chinook, Washington, WA, United States, US",46.2755,-123.9425
"Blaine, Washington, WA, United States, US",48.9839,-122.7414
"Port Hadlock-Irondale, Washington, WA, United States, US",48.0316,-122.789
"Burley, Washington, WA, United States, US",47.4166,-122.6377
"Mount Vernon, Washington, WA, United States, US",48.4202,-122.3116
"Electric City, Washington, WA, United States, US",47.922,-119.0475
"Ronald, Washington, WA, United States, US",47.2338,-121.0335
"Nespelem Community, Washington, WA, United States, US",48.1715,-119.0244
"Amanda Park, Washington, WA, United States, US",47.4532,-123.9194
"Clarkston Heights-Vineland, Washington, WA, United States, US",46.3876,-117.0831
"Boulevard Park, Washington, WA, United States, US",47.5135,-122.3159
"Big Lake, Washington, WA, United States, US",48.3933,-122.2422
"Boyds, Washington, WA, United States, US",48.7245,-118.1321
"Parkwood, Washington, WA, United States, US",47.5266,-122.5986
"Deer Park, Washington, WA, United States, US",47.9642,-117.4397
"Humptulips, Washington, WA, United States, US",47.2491,-123.9348
"SeaTac, Washington, WA, United States, US",47.4445,-122.2986
"Maple Valley, Washington, WA, United States, US",47.3659,-122.0368
"Millwood, Washington, WA, United States, US",47.6856,-117.2806
"Point Roberts, Washington, WA, United States, US",48.9883,-123.0576
"Dixie, Washington, WA, United States, US",46.1392,-118.148
"East Port Orchard, Washington, WA, United States, US",47.5193,-122.6183
"Morton, Washington, WA, United States, US",46.5575,-122.2815
"Alger, Washington, WA, United States, US",48.6176,-122.3369
"Kahlotus, Washington, WA, United States, US",46.6437,-118.5556
"Fife Heights, Washington, WA, United States, US",47.2593,-122.3457
"Cherry Grove, Washington, WA, United States, US",45.8021,-122.5764
"Clearview, Washington, WA, United States, US",47.8292,-122.1452
"Greenwater, Washington, WA, United States, US",47.1465,-121.632
"Picnic Point, Washington, WA, United States, US",47.8745,-122.3079
"Kendall, Washington, WA, United States, US",48.9168,-122.1383
"Seabeck, Washington, WA, United States, US",47.6437,-122.8219
"Startup, Washington, WA, United States, US",47.8671,-121.7495
"Steilacoom, Washington, WA, United States, US",47.1699,-122.5935
"Lamont, Washington, WA, United States, US",47.2007,-117.9049
"Bay View, Washington, WA, United States, US",48.487,-122.4628
"Valley, Washington, WA, United States, US",48.173,-117.7244
"North Marysville, Washington, WA, United States, US",48.1111,-122.1459
"Brady, Washington, WA, United States, US",47.0064,-123.5321
"May Creek, Washington, WA, United States, US",47.8555,-121.6743
"Clear Lake, Washington, WA, United States, US",48.4561,-122.2378
"Keller, Washington, WA, United States, US",48.0852,-118.7164
"Redmond, Washington, WA, United States, US",47.6762,-122.1169
"Ilwaco, Washington, WA, United States, US",46.3108,-124.0422
"Mountlake Terrace, Washington, WA, United States, US",47.7921,-122.3076
"Parker, Washington, WA, United States, US",46.5022,-120.4668
"Soap Lake, Washington, WA, United States, US",47.3914,-119.4892
"Grand Mound, Washington, WA, United States, US",46.8053,-123.0119
"Manchester, Washington, WA, United States, US",47.5519,-122.5517
"Prairie Heights, Washington, WA, United States, US",47.1529,-122.1048
"Verlot, Washington, WA, United States, US",48.1002,-121.7679
"North Omak, Washington, WA, United States, US",48.444,-119.4459
"Naches, Washington, WA, United States, US",46.7274,-120.6945
"Summitview, Washington, WA, United States, US",46.598,-120.6514
"Clover Creek, Washington, WA, United States, US",47.1404,-122.3827
"Prosser, Washington, WA, United States, US",46.2066,-119.7662
"Naselle, Washington, WA, United States, US",46.365,-123.8013
"Rock Island, Washington, WA, United States, US",47.3743,-120.1382
"Goldendale, Washington, WA, United States, US",45.8192,-120.8233
"Maltby, Washington, WA, United States, US",47.8027,-122.1044
"Oak Harbor, Washington, WA, United States, US",48.2965,-122.6331
"Tanglewilde, Washington, WA, United States, US",47.0512,-122.781
"Endicott, Washington, WA, United States, US",46.9282,-117.6867
"Mill Creek East, Washington, WA, United States, US",47.8361,-122.1877
"Maple Heights-Lake Desire, Washington, WA, United States, US",47.4441,-122.0973
"Midland, Washington, WA, United States, US",47.1734,-122.412
"Kingston, Washington, WA, United States, US",47.8014,-122.4989
"Esperance, Washington, WA, United States, US",47.7937,-122.3469
"Grays River, Washington, WA, United States, US",46.3608,-123.589
"Sultan, Washington, WA, United States, US",47.8708,-121.8044
"La Grande, Washington, WA, United States, US",46.8199,-122.2962
"Ritzville, Washington, WA, United States, US",47.1254,-118.3808
"Malott, Washington, WA, United States, US",48.2919,-119.6954
"Coulee City, Washington, WA, United States, US",47.612,-119.2892
"Raymond, Washington, WA, United States, US",46.6838,-123.738
"Wollochet, Washington, WA, United States, US",47.2828,-122.5769
"Quincy, Washington, WA, United States, US",47.2347,-119.8522
"Walla Walla East, Washington, WA, United States, US",46.0517,-118.3024
"Hamilton, Washington, WA, United States, US",48.5282,-121.9834
"Woodinville, Washington, WA, United States, US",47.7569,-122.1477
"Bay Center, Washington, WA, United States, US",46.6211,-123.9533
"Port Townsend, Washington, WA, United States, US",48.122,-122.7872
"Riverside, Washington, WA, United States, US",48.5047,-119.5102
"Woodway, Washington, WA, United States, US",47.7903,-122.3851
"Qui-nai-elt Village, Washington, WA, United States, US",47.2502,-124.1903
"Stevenson, Washington, WA, United States, US",45.6944,-121.8932
"Ocean Park, Washington, WA, United States, US",46.4961,-124.0443
"Port Angeles, Washington, WA, United States, US",48.1142,-123.4565
"Bonney Lake, Washington, WA, United States, US",47.1789,-122.1698
"Oroville, Washington, WA, United States, US",48.942,-119.4304
"Garrett, Washington, WA, United States, US",46.0633,-118.3876
"Otis Orchards-East Farms, Washington, WA, United States, US",47.703,-117.0854
"Warm Beach, Washington, WA, United States, US",48.1649,-122.3442
"Twin Lakes, Washington, WA, United States, US",48.2622,-118.359
"Conway, Washington, WA, United States, US",48.3357,-122.3444
"College Place, Washington, WA, United States, US",46.0418,-118.3879
"Eastmont, Washington, WA, United States, US",47.8968,-122.1817
"Maple Falls, Washington, WA, United States, US",48.9135,-122.1048
"Ephrata, Washington, WA, United States, US",47.3119,-119.5344
"Buena, Washington, WA, United States, US",46.4299,-120.3176
"Tumwater, Washington, WA, United States, US",46.989,-122.9173
"Desert Aire, Washington, WA, United States, US",46.6873,-119.9311
"Lake Holm, Washington, WA, United States, US",47.2986,-122.1335
"Mukilteo, Washington, WA, United States, US",47.9094,-122.3035
"Twisp, Washington, WA, United States, US",48.3618,-120.1169
"Lake Shore, Washington, WA, United States, US",45.6911,-122.6911
"Keyport, Washington, WA, United States, US",47.6993,-122.6232
"Lake Stevens, Washington, WA, United States, US",48.0029,-122.096
"Starbuck, Washington, WA, United States, US",46.5182,-118.1245
"Harrah, Washington, WA, United States, US",46.4071,-120.5422
"Hansville, Washington, WA, United States, US",47.8978,-122.5579
"Carlsborg, Washington, WA, United States, US",48.0842,-123.1697
"Yelm, Washington, WA, United States, US",46.9398,-122.6261
"Fenwick Island, Delaware, DE, United States, US",38.4603,-75.0542
"Delmar, Delaware, DE, United States, US",38.4651,-75.5552
"Ardencroft, Delaware, DE, United States, US",39.8056,-75.4862
"Farmington, Delaware, DE, United States, US",38.8699,-75.579
"Felton, Delaware, DE, United States, US",39.0127,-75.5764
"Hartly, Delaware, DE, United States, US",39.1683,-75.7125
"Pike Creek, Delaware, DE, United States, US",39.7485,-75.6953
"Millville, Delaware, DE, United States, US",38.5353,-75.1287
"Highland Acres, Delaware, DE, United States, US",39.1162,-75.5216
"Rising Sun-Lebanon, Delaware, DE, United States, US",39.0999,-75.5048
"Little Creek, Delaware, DE, United States, US",39.1661,-75.4481
"Magnolia, Delaware, DE, United States, US",39.0714,-75.476
"Greenville, Delaware, DE, United States, US",39.7783,-75.6049
"Elsmere, Delaware, DE, United States, US",39.7385,-75.5946
"Harrington, Delaware, DE, United States, US",38.9244,-75.5707
"Seaford, Delaware, DE, United States, US",38.6539,-75.6117
"Dover Base Housing, Delaware, DE, United States, US",39.1179,-75.4839
"Dagsboro, Delaware, DE, United States, US",38.5466,-75.2467
"Milford, Delaware, DE, United States, US",38.9091,-75.4224
"Bridgeville, Delaware, DE, United States, US",38.7247,-75.6027
"Bellefonte, Delaware, DE, United States, US",39.7669,-75.4982
"Smyrna, Delaware, DE, United States, US",39.2922,-75.6076
"Wilmington Manor, Delaware, DE, United States, US",39.6858,-75.5849
"New Castle, Delaware, DE, United States, US",39.6685,-75.5692
"Bowers, Delaware, DE, United States, US",39.0602,-75.4021
"Bethel, Delaware, DE, United States, US",38.5706,-75.6194
"Selbyville, Delaware, DE, United States, US",38.4627,-75.2083
"Houston, Delaware, DE, United States, US",38.9174,-75.5039
"Woodside East, Delaware, DE, United States, US",39.0676,-75.5376
"Viola, Delaware, DE, United States, US",39.0429,-75.5714
"Dewey Beach, Delaware, DE, United States, US",38.6958,-75.0749
"Newport, Delaware, DE, United States, US",39.7136,-75.6052
"Bethany Beach, Delaware, DE, United States, US",38.5391,-75.066
"Edgemoor, Delaware, DE, United States, US",39.7551,-75.507
"Townsend, Delaware, DE, United States, US",39.3968,-75.6945
"Georgetown, Delaware, DE, United States, US",38.6899,-75.3872
"Kenton, Delaware, DE, United States, US",39.2272,-75.6646
"Greenwood, Delaware, DE, United States, US",38.8069,-75.5907
"North Star, Delaware, DE, United States, US",39.755,-75.7331
"Slaughter Beach, Delaware, DE, United States, US",38.9143,-75.3085
"Middletown, Delaware, DE, United States, US",39.4453,-75.7166
"Blades, Delaware, DE, United States, US",38.6353,-75.6024
"Frederica, Delaware, DE, United States, US",39.008,-75.4667
"Rehoboth Beach, Delaware, DE, United States, US",38.7168,-75.0843
"Milton, Delaware, DE, United States, US",38.7751,-75.3104
"Woodside, Delaware, DE, United States, US",39.0712,-75.5667
"Bear, Delaware, DE, United States, US",39.6188,-75.6804
"Wilmington, Delaware, DE, United States, US",39.7415,-75.5413
"Pike Creek Valley, Delaware, DE, United States, US",39.7296,-75.6993
"Rodney Village, Delaware, DE, United States, US",39.1284,-75.5395
"Henlopen Acres, Delaware, DE, United States, US",38.7257,-75.0849
"Frankford, Delaware, DE, United States, US",38.5215,-75.2342
"Millsboro, Delaware, DE, United States, US",38.5865,-75.3019
"Glasgow, Delaware, DE, United States, US",39.6015,-75.7474
"Clayton, Delaware, DE, United States, US",39.2846,-75.6364
"Cheswold, Delaware, DE, United States, US",39.2189,-75.5883
"Odessa, Delaware, DE, United States, US",39.4562,-75.6605
"Kent Acres, Delaware, DE, United States, US",39.1325,-75.516
"St. Georges, Delaware, DE, United States, US",39.5576,-75.6533
"Ardentown, Delaware, DE, United States, US",39.8081,-75.4807
"Arden, Delaware, DE, United States, US",39.8113,-75.4886
"Ellendale, Delaware, DE, United States, US",38.8103,-75.425
"Lewes, Delaware, DE, United States, US",38.7781,-75.1454
"Laurel, Delaware, DE, United States, US",38.5696,-75.5688
"Brookside, Delaware, DE, United States, US",39.6666,-75.7153
"Wyoming, Delaware, DE, United States, US",39.1147,-75.5631
"Claymont, Delaware, DE, United States, US",39.8032,-75.4606
"Newark, Delaware, DE, United States, US",39.6776,-75.7573
"Long Neck, Delaware, DE, United States, US",38.62,-75.1511
"Camden, Delaware, DE, United States, US",39.0992,-75.557
"Leipsic, Delaware, DE, United States, US",39.243,-75.5155
"Delaware City, Delaware, DE, United States, US",39.5743,-75.5939
"Ocean View, Delaware, DE, United States, US",38.5357,-75.0991
"South Bethany, Delaware, DE, United States, US",38.5161,-75.0591
"Hockessin, Delaware, DE, United States, US",39.7837,-75.6815
"Riverview, Delaware, DE, United States, US",39.0293,-75.5202
